Title,Company,Location,Date Posted,Job Link,Job Description,Email,Similarity Percentage
Title not found,Company not found,Location not found,Date posted not found,https://in.linkedin.com/jobs/view/software-engineer-iii-front-end-google-cloud-at-google-3914163191?position=27&pageNum=0&refId=7rCVNTmj8kJomf4Mboha0w%3D%3D&trackingId=oatdwiaykiCOKOhsc83GDw%3D%3D&trk=public_jobs_jserp-result_search-card,Job description not found,,0
Software Development Engineer II,Tesco Bengaluru,"Bengaluru, Karnataka, India",6 hours ago,https://in.linkedin.com/jobs/view/software-development-engineer-ii-at-tesco-bengaluru-3921208734?position=28&pageNum=0&refId=7rCVNTmj8kJomf4Mboha0w%3D%3D&trackingId=R%2Bv2Iw6znzA10kzaEpYSTg%3D%3D&trk=public_jobs_jserp-result_search-card,"Company Description

Tesco Bengaluru: We are a multi-disciplinary team creating a sustainable competitive advantage for Tesco by standardising processes, delivering cost savings, enabling agility, providing cutting-edge technological solutions and empowering our colleagues to do ever more for our customers. With cross-functional expertise in Global Business Services and Retail Technology & Engineering, a wide network of teams and strong governance we reduce complexity thereby offering high quality services for our customers. Tesco Bengaluru, established in 2004 to enable standardisation and build centralised capabilities and competencies, makes the experience better for our millions of customers worldwide and simpler for over 4,40,000 colleagues.

Tesco Technology consists of people from a number of different backgrounds, but having a common purpose to serve our shoppers a little better every day with our retail technological solutions. We shared a common interest in harnessing innovations in technology to enhance their shopping experience at Tesco stores. Whether making products, software or systems, our teams focuses on various aspects from taking strategic ownership of the architecture to delivering technological solutions such as design, testing, deployment, infrastructure, operation and security of the systems to ensure agile, smooth and safe operations. These help us to deliver the maximum business impact. Teams refine their internal processes to best fit their own needs, working to build core capabilities in application and services. We collaborate globally across teams to build end-to-end customer-facing solutions, as well as to share knowledge, experience, tools and techniques.

At Tesco, inclusion means that Everyone?s Welcome. Everyone is treated fairly and with respect; by valuing individuality and uniqueness we create a sense of belonging.

Diversity and inclusion have always been at the heart of Tesco. It is embedded in our values: we treat people how they want to be treated. We always want our colleagues to feel they can be themselves at work and we are committed to helping them be at their best.

Across the Tesco group we are building an inclusive workplace, a place to actively celebrate the cultures, personalities and preferences of our colleagues ? who in turn help to build the success of our business and reflect the diversity of the communities we serve.

Job Description

We are looking for a savvy Data Engineer to join our growing team of analytics experts. The hire will be responsible for expanding and optimizing our data and data pipeline architecture; as well as optimizing data flow and collection for cross-functional teams. The ideal candidate is an experienced data pipeline design and data wrangler who enjoys optimizing data systems and building them from the ground up. The Data Engineer will lead our software developers; database architects; data analysts; and data scientists on data initiatives and will ensure optimal data delivery architecture is consistent throughout ongoing projects. They must be self-directed and comfortable supporting the data needs of multiple teams; systems; and products. The right candidate will be excited by the prospect of optimizing or even re-designing our company’s data architecture to support our next generation of products and data initiatives.

Responsibilities

Create and maintain optimal data pipeline architecture;
Assemble large; complex data sets that meet functional / non-functional business requirements.
Identify; design; and implement internal process improvements: automating manual processes; optimizing data delivery; re-designing infrastructure for greater scalability; etc.
Build the infrastructure required for optimal extraction; transformation; and loading of data from a wide variety of data sources
Build analytics tools that utilize the data pipeline to provide actionable insights into customer acquisition; operational efficiency; and other key business performance metrics.
Work with stakeholders including the Executive; Product; Data; and Design teams to assist with data-related technical issues and support their data infrastructure needs.
Keep our data separated and secure
Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.
Work with data and analytics experts to strive for greater functionality in our data systems.

Qualifications

Mandatory skills: Hadoop; hive; Spark; Kafka; stream processing; Scala/Java; Knowledge on containerization/Kubernetes

Good to have skills are Functional programming; Kafka Connect; Spark streaming; Helm Charts; hands-on experience in Kubernetes

Additional Information

Important Notice:

On behalf of Tesco Bengaluru, we must caution all job seekers and educational institutions that Tesco Bengaluru does not authorise any third parties to release employment offers or conduct recruitment drives via a third party. Hence, beware of inauthentic and fraudulent job offers or recruitment drives from any individuals or websites purporting to represent Tesco. Further, Tesco Bengaluru does not charge any fee or other emoluments for any reason (including without limitation, visa fees) or seek compensation from educational institutions to participate in recruitment events.

Accordingly, please check the authenticity of any such offers before acting on them and where acted upon, you do so at your own risk. Tesco Bengaluru shall neither be responsible for honouring or making good the promises made by fraudulent third parties, nor for any monetary or any other loss incurred by the aggrieved individual or educational institution.

In the event that you come across any fraudulent activities in the name of Tesco Bengaluru, please feel free report the incident at recruitment_compliance_india@tesco.com",recruitment_compliance_india@tesco.com,0
Software Development Engineer II,Tesco Bengaluru,"Bengaluru, Karnataka, India",6 hours ago,https://in.linkedin.com/jobs/view/software-development-engineer-ii-at-tesco-bengaluru-3533172130?position=29&pageNum=0&refId=7rCVNTmj8kJomf4Mboha0w%3D%3D&trackingId=pnhi4OBKNeYZ99tRvxIR1w%3D%3D&trk=public_jobs_jserp-result_search-card,"Company Description

Tesco Bengaluru: We are a multi-disciplinary team creating a sustainable competitive advantage for Tesco by standardising processes, delivering cost savings, enabling agility, providing cutting-edge technological solutions and empowering our colleagues to do ever more for our customers. With cross-functional expertise in Global Business Services and Retail Technology & Engineering, a wide network of teams and strong governance we reduce complexity thereby offering high quality services for our customers. Tesco Bengaluru, established in 2004 to enable standardisation and build centralised capabilities and competencies, makes the experience better for our millions of customers worldwide and simpler for over 4,40,000 colleagues.

Tesco Technology consists of people from a number of different backgrounds, but having a common purpose to serve our shoppers a little better every day with our retail technological solutions. We shared a common interest in harnessing innovations in technology to enhance their shopping experience at Tesco stores. Whether making products, software or systems, our teams focuses on various aspects from taking strategic ownership of the architecture to delivering technological solutions such as design, testing, deployment, infrastructure, operation and security of the systems to ensure agile, smooth and safe operations. These help us to deliver the maximum business impact. Teams refine their internal processes to best fit their own needs, working to build core capabilities in application and services. We collaborate globally across teams to build end-to-end customer-facing solutions, as well as to share knowledge, experience, tools and techniques.

At Tesco, inclusion means that Everyone?s Welcome. Everyone is treated fairly and with respect; by valuing individuality and uniqueness we create a sense of belonging.

Diversity and inclusion have always been at the heart of Tesco. It is embedded in our values: we treat people how they want to be treated. We always want our colleagues to feel they can be themselves at work and we are committed to helping them be at their best.

Across the Tesco group we are building an inclusive workplace, a place to actively celebrate the cultures, personalities and preferences of our colleagues ? who in turn help to build the success of our business and reflect the diversity of the communities we serve.

Job Description

My impact reaches across the team in which I work. I provide technical leadership of medium to large features, participating in their design and taking accountability for their delivery. I am comfortable implementing and shipping end-to-end stories and am starting to understand the deeper problems in my part of the business. I am likely to be considered an expert in a specific part of my domain. This is the first level at which I do more than complete the work that’s been assigned to me: I am starting to build and prioritise my own work by understanding the problems my team faces and proposing, implementing, and delivering solutions to them. I am aware of the short-term and long-term goals across my product. I work within my team, utilising data driven decision making techniques, to encouraging optimal outcomes whilst accepting appropriate trade-offs. I am comfortable both supporting other engineers in their delivery and taking the lead on major components or small services as appropriate. At this level I display a degree of ownership for the work conducted by the team and am experienced enough to know when I need support. I am able to identify risks and raise these as appropriate. At this level I am beginning to support, coach, and mentor those around me. As junior engineers join the team, I am assisting them through their onboarding process and leaning on my past experience to help get them up to speed. Whilst I may not formally be a mentor for other engineers, I am someone that individuals across the team will come to for advice and help. I prioritise sharing skills and technical knowledge across my team. I contribute to the raising the quality bar of my team’s codebase, both in the code that I produce and by helping to peer review code written by other team members. I proactively provide constructive and useful feedback to other team members on their code. I have a good understanding of best practices across the industry and of Tesco architectural standards. I make sure to put these principles and standards into practice when completing my work. I am aware of the best testing and deployment strategies in the industry and have a view on the suitability of implementing these within my team. I am comfortable working in a group context and am capable of communicating technical concepts to key stakeholders.

Qualifications

BE

Additional Information

Important Notice:

On behalf of Tesco Bengaluru, we must caution all job seekers and educational institutions that Tesco Bengaluru does not authorise any third parties to release employment offers or conduct recruitment drives via a third party. Hence, beware of inauthentic and fraudulent job offers or recruitment drives from any individuals or websites purporting to represent Tesco. Further, Tesco Bengaluru does not charge any fee or other emoluments for any reason (including without limitation, visa fees) or seek compensation from educational institutions to participate in recruitment events.

Accordingly, please check the authenticity of any such offers before acting on them and where acted upon, you do so at your own risk. Tesco Bengaluru shall neither be responsible for honouring or making good the promises made by fraudulent third parties, nor for any monetary or any other loss incurred by the aggrieved individual or educational institution.

In the event that you come across any fraudulent activities in the name of Tesco Bengaluru, please feel free report the incident at recruitment_compliance_india@tesco.com",recruitment_compliance_india@tesco.com,0
Title not found,Company not found,Location not found,Date posted not found,https://in.linkedin.com/jobs/view/software-dev-engineer-ii-at-tesco-bengaluru-3686068951?position=30&pageNum=0&refId=7rCVNTmj8kJomf4Mboha0w%3D%3D&trackingId=%2BfClIlf6SSUtACGvAImyog%3D%3D&trk=public_jobs_jserp-result_search-card,Job description not found,,0
Software Development Engineer II,Tesco Bengaluru,"Bengaluru, Karnataka, India",6 hours ago,https://in.linkedin.com/jobs/view/software-development-engineer-ii-at-tesco-bengaluru-3919104306?position=31&pageNum=0&refId=7rCVNTmj8kJomf4Mboha0w%3D%3D&trackingId=TdRypPSu5xsVpbJmW0IAJw%3D%3D&trk=public_jobs_jserp-result_search-card,"Company Description

Tesco Bengaluru: We are a multi-disciplinary team creating a sustainable competitive advantage for Tesco by standardising processes, delivering cost savings, enabling agility, providing cutting-edge technological solutions and empowering our colleagues to do ever more for our customers. With cross-functional expertise in Global Business Services and Retail Technology & Engineering, a wide network of teams and strong governance we reduce complexity thereby offering high quality services for our customers. Tesco Bengaluru, established in 2004 to enable standardisation and build centralised capabilities and competencies, makes the experience better for our millions of customers worldwide and simpler for over 4,40,000 colleagues.

Tesco Technology consists of people from a number of different backgrounds, but having a common purpose to serve our shoppers a little better every day with our retail technological solutions. We shared a common interest in harnessing innovations in technology to enhance their shopping experience at Tesco stores. Whether making products, software or systems, our teams focuses on various aspects from taking strategic ownership of the architecture to delivering technological solutions such as design, testing, deployment, infrastructure, operation and security of the systems to ensure agile, smooth and safe operations. These help us to deliver the maximum business impact. Teams refine their internal processes to best fit their own needs, working to build core capabilities in application and services. We collaborate globally across teams to build end-to-end customer-facing solutions, as well as to share knowledge, experience, tools and techniques.

At Tesco, inclusion means that Everyone?s Welcome. Everyone is treated fairly and with respect; by valuing individuality and uniqueness we create a sense of belonging.

Diversity and inclusion have always been at the heart of Tesco. It is embedded in our values: we treat people how they want to be treated. We always want our colleagues to feel they can be themselves at work and we are committed to helping them be at their best.

Across the Tesco group we are building an inclusive workplace, a place to actively celebrate the cultures, personalities and preferences of our colleagues ? who in turn help to build the success of our business and reflect the diversity of the communities we serve.

Job Description

As a Software Development Engineer 2 you are in a mid-level Individual Contributor role at Tesco. Engineers at SDE2 level will continue their career development and show potential for an SDE3 role. SDE2 is a stepping stone towards SDE3; rather than a career destination in its own right. At this level; your impact reaches across a team; and you provide technical leadership of medium to large features. You are starting to produce your own work by understanding the problems that the team faces and are beginning to support other engineers with their own delivery and development. You prioritise sharing your skills and knowledge. You also prioritise quality of work; helping your team to continually set the standard. You understand and apply best practice within Tesco and across the industry.

Operational skills:

Programming System Design Development Practise Infrastructure Software Security Operations and Maintenance Core Technology Development Lifecycle Product Methodologies Retail Technology Awareness Communication & Influencing Data Analytics & Insights Strategic Thinking & Problem Solving Finance & Procurement Curiosity & Learning

Qualifications

Java; Springboot; microservices; Sql/NoSql;Kafka; Docker; Azure Kubernetes; Github; Devops tools like Jenkins

Additional Information

Important Notice:

On behalf of Tesco Bengaluru, we must caution all job seekers and educational institutions that Tesco Bengaluru does not authorise any third parties to release employment offers or conduct recruitment drives via a third party. Hence, beware of inauthentic and fraudulent job offers or recruitment drives from any individuals or websites purporting to represent Tesco. Further, Tesco Bengaluru does not charge any fee or other emoluments for any reason (including without limitation, visa fees) or seek compensation from educational institutions to participate in recruitment events.

Accordingly, please check the authenticity of any such offers before acting on them and where acted upon, you do so at your own risk. Tesco Bengaluru shall neither be responsible for honouring or making good the promises made by fraudulent third parties, nor for any monetary or any other loss incurred by the aggrieved individual or educational institution.

In the event that you come across any fraudulent activities in the name of Tesco Bengaluru, please feel free report the incident at recruitment_compliance_india@tesco.com",recruitment_compliance_india@tesco.com,0
Data Analytics Engineer,One,"Bengaluru, Karnataka, India",6 hours ago,https://in.linkedin.com/jobs/view/data-analytics-engineer-at-one-3912449673?position=32&pageNum=0&refId=7rCVNTmj8kJomf4Mboha0w%3D%3D&trackingId=2LPuG16ga8jdi0Ry9wDJWg%3D%3D&trk=public_jobs_jserp-result_search-card,"About One

One’s mission is simple - to help customers achieve financial progress. We’re doing this by creating simple solutions to help our customers save, spend, borrow, and grow their money – all in one place.

The U.S. consumer today deserves better. Millions of Americans today can’t access credit, build savings or wealth, and are left to manage their financial lives through multiple disconnected apps. Almost a quarter of U.S. adults are unbanked or underbanked and roughly 80% of fintech users rely on multiple accounts to manage their finances.

What makes us unique? We are backed by a preeminent fintech investor (Ribbit) and the world’s largest retailer (Walmart), maintain the speed and independence of a startup, and employ a strong (and growing) collection of world-class talent.

There’s never been a better moment to build a business that helps people achieve financial progress. Come build with us!

The Role

As an Analytics Engineer at ONE, you play a crucial role in transforming vast amounts of data into actionable insights, enabling faster and informed business decisions. You'll be responsible for designing and building performant analytical data models, collaborating with stakeholders, influencing infrastructural designs, and contributing to the development of insightful data dashboards. Working closely with data engineering and product analytics teams, you'll be at the forefront of driving our analytical vision.

The Role Is Responsible For

Own and lead analytics engineering of key areas, influence key decision makings in data infra and business
Design and build scalable analytical data pipelines and models
Collaborate with product and business stakeholders to craft insightful metrics, and create dashboards that drive business strategy
Triage incidents, debug data issues to ensure data fidelity
Test and monitor data marts for accuracy and freshness
Maintain existing data models to iterate logics based on product/business updates

You Bring

7+ years of analytical experience, including 2+ year in data pipelining and modeling
Preferred data stack: dbt / Looker
Strong proficiency in SQL
Experience building analytical models
An ownership mentality: decisive, collaborative, and adept at prioritization
Proven ability to collaborate across functions to solve complex data problems
Strong written and verbal communication skills, with the ability to explain technical concepts to non-technical audiences
Intellectual curiosity and a focus on understanding the 'why'

We use Covey as part of our hiring process for jobs in NYC and certain features may qualify it as an AEDT. As part of the evaluation process we provide Covey with job requirements and candidate submitted applications. We began using Covey Scout for Inbound on May 31, 2024.

Please see the independent bias audit report covering our use of Covey here.

Leveling Philosophy

In order to thoughtfully scale the company and avoid downstream inequities, we’ve adopted a flat titling structure at One. Though we may occasionally post a role externally with a prefix such as “Senior” to reflect the external level of the position, we do not use prefixes in titles like that internally unless in a position which manages a team. Internal titles typically include your specific functional responsibility, such as engineering, product management or sales, and often include additional descriptors to ensure clarity of role and placement within our organization (i.e. “Engineer, Platform”, “Sales, Business Development” or “Manager, Talent”). Employees are paid commensurate with their experience and the internal level within One.

Inclusion & Belonging

To build technology and products that are used and loved by people and solve real-world problems, we need to build a team with many different perspectives and experiences. We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. We encourage candidates from all backgrounds to apply. Applicants in need of special assistance or accommodation during the interview process or in accessing our website may contact us at talent@one.app.",talent@one.app,0
Title not found,Company not found,Location not found,Date posted not found,https://in.linkedin.com/jobs/view/senior-software-engineer-search-platform-at-roku-3960142261?position=33&pageNum=0&refId=7rCVNTmj8kJomf4Mboha0w%3D%3D&trackingId=ZqQ6LkUC1BGP78tEahh5VQ%3D%3D&trk=public_jobs_jserp-result_search-card,Job description not found,,0
Data Engineer,Zemoso Technologies,"Hyderabad, Telangana, India",1 hour ago,https://in.linkedin.com/jobs/view/data-engineer-at-zemoso-technologies-4007490625?position=34&pageNum=0&refId=7rCVNTmj8kJomf4Mboha0w%3D%3D&trackingId=aCNkUomk2qIl9BCW5HSulw%3D%3D&trk=public_jobs_jserp-result_search-card,"Experience: 4+ Years data pipelines experience

Key Responsibilities:

Python Proficiency:
Demonstrate a strong command of Python programming language, actively contributing to the development and maintenance of data engineering solutions.

Data Engineering Expertise:
Set up and maintain efficient data pipelines, ensuring smooth data flow and integration across systems. Experience with PySpark and/or Data Bricks platform is required. Contribute to the establishment and maintenance of Data Lakes, implementing industry best practices. Execute data scrubbing techniques and implement data validation processes to ensure data integrity and quality.

Machine Learning Integration:
Experience in setting up and managing classic ML and LLM models. Participate in model updates and validation, contributing to the enhancement of machine learning algorithms.

Tool and Platform Proficiency:
Experience with PySpark and/or Data Bricks platform is required, apart from this expertise in at least one popular tool/platform within the data engineering domain will be nice to have. Stay informed about industry trends, exploring and adopting tools to optimize data engineering processes.

Collaboration and Communication:
Collaborate effectively with cross-functional teams, including data scientists, software engineers, and business analysts. Communicate technical concepts to non-technical stakeholders, fostering collaboration and innovation within the team.

Documentation and Best Practices:
Contribute to maintaining comprehensive documentation for data engineering processes, ensuring knowledge transfer within the team. Adhere to best practices in data engineering, promoting a culture of quality and efficiency.



Must-Have Skills:
Bachelor’s or Master’s degree in Computer Science, Data Science, or a related field.
Minimum of 4 years of proven experience as a Data Engineer.
Experience with PySpark
Strong proficiency in Python programming language.
Experience in setting up and managing data pipelines, data lakes, and classic Machine Learning models.
Familiarity with at least one popular tool/platform in the data engineering space. (Kafka, Airflow, Snowflake, etc.)


Nice-to-Have Skills (Optional):
Exposure to cloud-based data platforms. (AWS/Azure/GCP)
Basic knowledge of big data technologies such as Hadoop or Spark.
Familiarity with containerization tools like Docker or Kubernetes.
Interest in data visualization tools. (Tableau, PowerBI, etc.)
Certifications in relevant data engineering or machine learning technologies.

**Benefits:**

- Competitive salary
- Health, dental, and vision insurance
- Flexible work hours
- Professional development opportunities",,0
Software Development Engineer II,Tesco Bengaluru,"Bengaluru, Karnataka, India",6 hours ago,https://in.linkedin.com/jobs/view/software-development-engineer-ii-at-tesco-bengaluru-3686069687?position=35&pageNum=0&refId=7rCVNTmj8kJomf4Mboha0w%3D%3D&trackingId=gVKW38HTwVyHtv47pBp2qg%3D%3D&trk=public_jobs_jserp-result_search-card,"Company Description

Tesco Bengaluru: We are a multi-disciplinary team creating a sustainable competitive advantage for Tesco by standardising processes, delivering cost savings, enabling agility, providing cutting-edge technological solutions and empowering our colleagues to do ever more for our customers. With cross-functional expertise in Global Business Services and Retail Technology & Engineering, a wide network of teams and strong governance we reduce complexity thereby offering high quality services for our customers. Tesco Bengaluru, established in 2004 to enable standardisation and build centralised capabilities and competencies, makes the experience better for our millions of customers worldwide and simpler for over 4,40,000 colleagues.

Tesco Technology consists of people from a number of different backgrounds, but having a common purpose to serve our shoppers a little better every day with our retail technological solutions. We shared a common interest in harnessing innovations in technology to enhance their shopping experience at Tesco stores. Whether making products, software or systems, our teams focuses on various aspects from taking strategic ownership of the architecture to delivering technological solutions such as design, testing, deployment, infrastructure, operation and security of the systems to ensure agile, smooth and safe operations. These help us to deliver the maximum business impact. Teams refine their internal processes to best fit their own needs, working to build core capabilities in application and services. We collaborate globally across teams to build end-to-end customer-facing solutions, as well as to share knowledge, experience, tools and techniques.

Job Description

My impact reaches across the team in which I work. I provide technical leadership of medium to large features, participating in their design and taking accountability for their delivery. I am comfortable implementing and shipping end-to-end stories and am starting to understand the deeper problems in my part of the business. I am likely to be considered an expert in a specific part of my domain. This is the first level at which I do more than complete the work that’s been assigned to me: I am starting to build and prioritise my own work by understanding the problems my team faces and proposing, implementing, and delivering solutions to them. I am aware of the short-term and long-term goals across my product. I work within my team, utilising data driven decision making techniques, to encouraging optimal outcomes whilst accepting appropriate trade-offs. I am comfortable both supporting other engineers in their delivery and taking the lead on major components or small services as appropriate. At this level I display a degree of ownership for the work conducted by the team and am experienced enough to know when I need support. I am able to identify risks and raise these as appropriate. At this level I am beginning to support, coach, and mentor those around me. As junior engineers join the team, I am assisting them through their onboarding process and leaning on my past experience to help get them up to speed. Whilst I may not formally be a mentor for other engineers, I am someone that individuals across the team will come to for advice and help. I prioritise sharing skills and technical knowledge across my team. I contribute to the raising the quality bar of my team’s codebase, both in the code that I produce and by helping to peer review code written by other team members. I proactively provide constructive and useful feedback to other team members on their code. I have a good understanding of best practices across the industry and of Tesco architectural standards. I make sure to put these principles and standards into practice when completing my work. I am aware of the best testing and deployment strategies in the industry and have a view on the suitability of implementing these within my team. I am comfortable working in a group context and am capable of communicating technical concepts to key stakeholders.

Qualifications

BE

Additional Information

Important Notice:

On behalf of Tesco Bengaluru, we must caution all job seekers and educational institutions that Tesco Bengaluru does not authorise any third parties to release employment offers or conduct recruitment drives via a third party. Hence, beware of inauthentic and fraudulent job offers or recruitment drives from any individuals or websites purporting to represent Tesco. Further, Tesco Bengaluru does not charge any fee or other emoluments for any reason (including without limitation, visa fees) or seek compensation from educational institutions to participate in recruitment events.

Accordingly, please check the authenticity of any such offers before acting on them and where acted upon, you do so at your own risk. Tesco Bengaluru shall neither be responsible for honouring or making good the promises made by fraudulent third parties, nor for any monetary or any other loss incurred by the aggrieved individual or educational institution.

In the event that you come across any fraudulent activities in the name of Tesco Bengaluru, please feel free report the incident at recruitment_compliance_india@tesco.com",recruitment_compliance_india@tesco.com,0
Title not found,Company not found,Location not found,Date posted not found,https://in.linkedin.com/jobs/view/data-analyst-analytics-trainee-immediate-joiner-at-razormet-technologies-4007295743?position=36&pageNum=0&refId=7rCVNTmj8kJomf4Mboha0w%3D%3D&trackingId=zhgF%2BYNb%2FMcVwn%2Fk4miS2g%3D%3D&trk=public_jobs_jserp-result_search-card,Job description not found,,0
Cloud Operations Database Engineer - Technology R&D,Signant Health,Greater Hyderabad Area,6 hours ago,https://in.linkedin.com/jobs/view/cloud-operations-database-engineer-technology-r-d-at-signant-health-3921492643?position=37&pageNum=0&refId=7rCVNTmj8kJomf4Mboha0w%3D%3D&trackingId=CubkiYGD4yBlTCFMRH7CnA%3D%3D&trk=public_jobs_jserp-result_search-card,"Are you ready for the Most Impactful Work of Your Life?

Signant Health is a global evidence generation company. We’re helping our customers digitally enable their clinical trial programs, meeting patients where they are, driving change through technology and innovations and reimagining the path to proof. Working at Signant Health puts you in the very heart of the world’s most exciting sector - a high-growth, dynamic company in an extraordinary industry. We innovate the leading-edge of clinical research data. We do it faster, better and with an eye on the future of our industry.

Role Purpose

As a member of the Production Hosting department at Signant Health, the Cloud Database Engineer will collaborate with database maintenance and related application development, release, configuration, deployment, and management of Signant Health infrastructure, database components, and related services in customer environments to ensure they are highly available, secure, scalable and sustainable. You will also work with Apps Integration and the DevOps teams to identify and resolve database and related application/infrastructure issues and improve the overall SRE processes.

Want to join the Best Team of Your Life?

We’re looking for people who are excited by the potential to make a difference in the world. You need to be decisive, open to celebrating mistakes, able to communicate transparently and inclusively, and someone your team can count on. Most of all you need to be yourself!

As part of our team, your Key Accountabilities:

Overseeing and working on DBA day-to-day activities and DB related application support tasks
Automation for database and application tasks and alerts via scripting.
Creating MongoDB scripts, deploying replica sets, optimizing work with large datasets and aggregation frameworks
Serving as an expert to troubleshoot and identify database performance issues
Quickly & effectively utilize existing tools and utilities to improve troubleshooting process in the long run
Ensure the stability, security, scalability and availability of Database and Application stack running on AWS/Azure.
Participate in 24x7 on-call rotation to support production environments and shift work.
Control infrastructure costs by continually looking for opportunities to right-size servers and services
Migrate databases between different platforms (Oracle to PostgreSQL)
Coordinate the implementation of projects and work requests involving database administration

You’ll need to bring:-

BS degree in Computer Science or related discipline
Database-related production experience with high volume AWS RDS, Aurora, ElasticCache, MongoDB, Azure DB Cosmos, and Azure SQL Database.
Proficiency in SQL and PL/SQL languages (MS SQL, Oracle, MySQL) in a high-volume, regulated production environment.
Extensive hands-on experience in database server performance tuning: capacity, lock detection and prevention, replication, etc.
Experience in securing the DB layer and using the principle of least privileges: column-level TDS encryption, TLS connectivity, screened subnet DB access.
Experience in a modern software development environment that is Agile and incorporates DevOps practices.
Knowledge with DevOps Tools like Jenkins, Artifactory, Git, BitBucket, and TFS
Experience in application and database performance and application audit
Solid experience in automating SQL and application-related tasks using Python, PowerShell & Bash
Knowledge in AWS EKS/ECS and Azure AKS and infrastructure as code management using Terraform and Ansible/AWX
Knowledge with Continuous Integration and Continuous Deployment
Knowledge in Linux and Windows server operating systems and Web Server technologies, including IIS, Tomcat, WebLogic, and Apache Web Server
Knowledge of relational databases, including SQL Server, Oracle, Postgres or MySQL
Proven ability to work in a team-oriented environment, providing back-up support to team members, & establishing/maintaining effective work relationships with co-workers within and across functional areas.
Experience establishing pertinent DB and application telemetry and configuring monitoring systems.
Ability to work independently.

We know that everyone has different wants and needs, which is why along with a highly competitive base salary we support our people and their loved ones with a variety of perks and benefits. As part of our team some of the benefits you can expect to receive are:

Medical Insurance, Group Accidental Coverage/Insurance, Group Term Life Insurance
Company Paid Subscription to Calm – The #1 app for mental fitness.
Employee Referral Program – Bring the Best to Signant Health and earn a reward
Wellness Program – Participate in challenges and earn points for rewards.
Proof! – Signant’s Employee Recognition Program where you can accumulate points to redeem for exciting merchandise, gift cards, tickets, and more
Burn Along – Digital fitness and wellness platform

Does this sound like something you’d like to explore? Then we’d love to hear from you!

To apply, please submit your CV and a cover letter letting us know why you think you’d be perfect for this role. We will begin reviewing submissions during the application period and will fill the vacancy as soon as a suitable candidate is identified.

Please note that Signant does not accept unsolicited resumes from Third Party vendors.

At Signant Health, accepting difference isn’t enough—we celebrate it, we support it, and we nurture it for the benefit of our team members, our clients and our community. Signant Health is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or veteran status.

Apply Now",,0
